train_number,station_sequence,station_code,station_name,scheduled_arrival,scheduled_departure,distance_km,day
76825,2,NGT,Nagappattinam,06:11,06:14,10.2,1
76825,3,APE,Andanappettai,06:16,06:19,10.5,1
76825,4,SKK,Sikkal,06:27,06:30,18.0,1
76825,5,KVL,Kizhelur,06:37,06:40,24.6,1
76825,6,KOQ,Kuthur,06:43,06:46,28.0,1
76825,7,AYM,Adiyakkamangalam,06:51,06:54,33.4,1
76825,8,TVR,Thiruvarur Jn,07:01,07:04,40.0,1
76825,9,KU,Kulikarai,07:12,07:15,47.7,1
76825,10,TMU,Tirumanthikunam,07:21,07:24,53.9,1
76825,11,KDE,Koradacheri,07:30,07:33,60.2,1
76825,12,NMJ,Nidamangalam,07:44,07:47,71.0,1
76825,13,KYV,Koyilvenni,07:53,07:56,77.1,1
76825,14,AMT,Ammapet,08:04,08:07,84.6,1
76825,15,SMM,Saliyamangalam,08:13,08:16,90.2,1
76825,16,KXO,Kudikadu,08:21,08:24,94.9,1
76825,17,TJ,Thanjavur,08:39,08:42,109.4,1
76825,18,ALK,Alakkudi,08:54,08:57,121.2,1
76825,19,BAL,Budalur,09:08,09:11,131.4,1
76825,20,AYN,Aiyanapuram,09:19,09:22,138.7,1
76825,21,SGM,Solgampatti,09:32,09:35,148.6,1
76825,22,TOM,Tondamanpatti,09:40,09:43,153.5,1
76825,23,TRB,Tiruverumbur,09:50,09:53,160.1,1
76825,24,MCJ,Manjattidal,09:59,10:02,166.4,1
76825,25,GOC,Ponmalai Golden Rock,10:05,--:--,169.4,1
76826,1,TPJ,Tiruchirappalli,--:--,06:00,0.0,1
76826,2,GOC,Ponmalai Golden Rock,06:03,06:06,3.4,1
76826,3,MCJ,Manjattidal,06:09,06:12,6.5,1
76826,4,TRB,Tiruverumbur,06:18,06:21,12.8,1
76826,5,TOM,Tondamanpatti,06:28,06:31,19.4,1
76826,6,SGM,Solgampatti,06:36,06:39,24.3,1
76826,7,AYN,Aiyanapuram,06:49,06:52,34.1,1
76826,8,BAL,Budalur,07:00,07:03,41.5,1
76826,9,ALK,Alakkudi,07:14,07:17,51.6,1
76826,10,TJ,Thanjavur,07:29,07:32,63.5,1
76826,11,KXO,Kudikadu,07:47,07:50,77.9,1
76826,12,SMM,Saliyamangalam,07:55,07:58,82.6,1
76826,13,AMT,Ammapet,08:04,08:07,88.3,1
76826,14,KYV,Koyilvenni,08:15,08:18,95.7,1
76826,15,NMJ,Nidamangalam,08:24,08:27,101.9,1
76826,16,KDE,Koradacheri,08:38,08:41,112.7,1
76826,17,TMU,Tirumanthikunam,08:47,08:50,118.9,1
76826,18,KU,Kulikarai,08:56,08:59,125.2,1
76826,19,TVR,Thiruvarur Jn,09:07,09:10,132.9,1
76826,20,AYM,Adiyakkamangalam,09:17,09:20,139.5,1
76826,21,KOQ,Kuthur,09:25,09:28,144.8,1
76826,22,KVL,Kizhelur,09:31,09:34,148.2,1
76826,23,SKK,Sikkal,09:41,09:44,154.9,1
76826,24,APE,Andanappettai,09:52,09:55,162.4,1
76826,25,NGT,Nagappattinam,09:57,--:--,162.7,1
76827,1,AGX,Agastiyampalli,--:--,06:00,0.0,1
76827,2,VDY,Vedaranniyam,06:30,06:33,28.0,1
76827,3,TOY,Topputurai,07:03,07:06,56.0,1
76827,4,NVK,Neyvilakku,07:36,07:39,84.0,1
76827,5,KVV,Kuravappulam,08:09,08:12,112.0,1
76827,6,KXY,Kariyapattinam,08:42,08:45,140.0,1
76827,7,TTP,Tiruturaipudi Junction,09:15,09:18,168.0,1
76827,8,MNLI,Manali Halt,09:48,09:51,196.0,1
76827,9,ATB,Alattambadi,10:21,10:24,224.0,1
76827,10,AMNR,Ammanur,10:54,10:57,252.0,1
76827,11,TNK,Tirunellikaval,11:27,11:30,280.0,1
76827,12,MARD,Mavur Road,12:00,12:03,308.0,1
76827,13,MAX,Mangudi,12:33,12:36,336.0,1
76827,14,TVR,Thiruvarur Jn,13:06,--:--,364.0,1
76828,1,TTP,Tiruturaipudi Junction,--:--,06:00,0.0,1
76828,2,KXY,Kariyapattinam,06:30,06:33,28.0,1
76828,3,KVV,Kuravappulam,07:03,07:06,56.0,1
76828,4,NVK,Neyvilakku,07:36,07:39,84.0,1
76828,5,TOY,Topputurai,08:09,08:12,112.0,1
76828,6,VDY,Vedaranniyam,08:42,--:--,140.0,1
76829,1,AGX,Agastiyampalli,--:--,06:00,0.0,1
76829,2,VDY,Vedaranniyam,06:30,06:33,28.0,1
76829,3,TOY,Topputurai,07:03,07:06,56.0,1
76829,4,NVK,Neyvilakku,07:36,07:39,84.0,1
76829,5,KVV,Kuravappulam,08:09,08:12,112.0,1
76829,6,KXY,Kariyapattinam,08:42,--:--,140.0,1
76830,1,TVR,Thiruvarur Jn,--:--,06:00,0.0,1
76830,2,MAX,Mangudi,06:30,06:33,28.0,1
76830,3,MARD,Mavur Road,07:03,07:06,56.0,1
76830,4,TNK,Tirunellikaval,07:36,07:39,84.0,1
76830,5,AMNR,Ammanur,08:09,08:12,112.0,1
76830,6,ATB,Alattambadi,08:42,08:45,140.0,1
76830,7,MNLI,Manali Halt,09:15,09:18,168.0,1
76830,8,TTP,Tiruturaipudi Junction,09:48,09:51,196.0,1
76830,9,KXY,Kariyapattinam,10:21,10:24,224.0,1
76830,10,KVV,Kuravappulam,10:54,10:57,252.0,1
76830,11,NVK,Neyvilakku,11:27,11:30,280.0,1
76830,12,TOY,Topputurai,12:00,12:03,308.0,1
76830,13,VDY,Vedaranniyam,12:33,--:--,336.0,1
76835,1,TPJ,Tiruchirappalli,--:--,06:00,0.0,1
76835,2,PUG,Punggudi,06:12,06:15,11.2,1
76835,3,KLS,Kolatur,06:28,06:31,23.4,1
76835,4,SMDM,Samudram,06:42,06:45,33.6,1
76835,5,MPA,Manaparai,06:58,07:01,46.0,1
76835,6,CII,Chettiyapatti,07:10,07:13,54.5,1
76835,7,VPJ,Valyampatti,07:22,07:25,63.6,1
76835,8,KFC,Kalpattichatram,07:37,07:40,74.8,1
76835,9,AYR,Ayyalur,07:52,07:55,86.7,1
76835,10,VDM,Vadamadura,08:06,08:09,96.9,1
76835,11,TMP,Tamaraipadi,08:19,--:--,106.3,1
76836,1,DG,Dindigul Jn,--:--,06:00,0.0,1
76836,2,TMP,Tamaraipadi,06:11,06:14,10.8,1
76836,3,VDM,Vadamadura,06:24,06:27,20.2,1
76836,4,AYR,Ayyalur,06:38,06:41,30.4,1
76836,5,KFC,Kalpattichatram,06:53,06:56,42.3,1
76836,6,VPJ,Valyampatti,07:08,07:11,53.5,1
76836,7,CII,Chettiyapatti,07:20,07:23,62.5,1
76836,8,MPA,Manaparai,07:32,07:35,71.1,1
76836,9,SMDM,Samudram,07:48,07:51,83.5,1
76836,10,KLS,Kolatur,08:02,08:05,93.7,1
76836,11,PUG,Punggudi,08:18,--:--,105.8,1
76837,1,NGT,Nagappattinam,--:--,06:00,0.0,1
76837,2,VLNK,Velankanni,06:11,--:--,10.2,1
76838,1,VLNK,Velankanni,--:--,06:00,0.0,1
77201,1,GTL,Guntakal Jn,--:--,06:00,0.0,1
77201,2,MGV,Molagavalli,06:28,06:31,25.9,1
77201,3,NRR,Nagarur,07:00,07:03,53.4,1
77201,4,AD,Adoni,07:15,07:18,65.3,1
77201,5,KGL,Kupgal,07:36,07:39,82.6,1
77201,6,KO,Kosgi,07:58,08:01,100.1,1
77201,7,MALM,Manthralayam Rd,08:19,08:22,116.8,1
77201,8,HPH,Hanumapura,08:25,08:28,120.1,1
77201,9,MTU,Matmari,08:39,08:42,130.9,1
77201,10,MRC,Marichethal,08:52,--:--,140.1,1
77202,1,RC,Raichur,--:--,06:00,0.0,1
77202,2,MRC,Marichethal,06:13,06:16,12.2,1
77202,3,MTU,Matmari,06:26,06:29,21.5,1
77202,4,HPH,Hanumapura,06:40,06:43,32.2,1
77202,5,MALM,Manthralayam Rd,06:46,06:49,35.5,1
77202,6,KO,Kosgi,07:07,07:10,52.3,1
77202,7,KGL,Kupgal,07:29,07:32,69.8,1
77202,8,AD,Adoni,07:50,07:53,87.1,1
77202,9,NRR,Nagarur,08:05,08:08,98.9,1
77202,10,MGV,Molagavalli,08:37,08:40,126.4,1
77202,11,GTL,Guntakal Jn,09:08,--:--,152.4,1
77203,1,GTL,Guntakal Jn,--:--,06:00,0.0,1
77203,2,MKR,Maddikera,06:14,06:17,13.1,1
77203,3,TGL,Tuggali,06:36,06:39,31.1,1
77203,4,EDD,Edduladoddi,06:48,06:51,39.7,1
77203,5,PDL,Pendekallu,07:02,07:05,49.9,1
77203,6,LMD,Linganenidoddi,07:14,07:17,58.4,1
77203,7,MYL,Malliyala,07:27,--:--,68.5,1
77204,1,KRNT,Kurnool Town,--:--,06:00,0.0,1
77204,2,KOLA,Kotla,06:03,06:06,3.2,1
77204,3,DUU,Dupadu,06:17,06:20,13.5,1
77204,4,UKD,Ulindakonda,06:35,06:38,27.7,1
77204,5,VDI,Veldurti,06:54,06:57,42.9,1
77204,6,BVO,Bogolu,07:09,07:12,54.5,1
77204,7,DHNE,Dhone,07:25,07:28,67.3,1
77204,8,MYL,Malliyala,07:41,07:44,79.5,1
77204,9,LMD,Linganenidoddi,07:54,07:57,89.6,1
77204,10,PDL,Pendekallu,08:06,08:09,98.1,1
77204,11,EDD,Edduladoddi,08:20,08:23,108.2,1
77204,12,TGL,Tuggali,08:32,08:35,116.8,1
77204,13,MKR,Maddikera,08:54,08:57,134.9,1
77204,14,GTL,Guntakal Jn,09:11,--:--,148.0,1
77205,1,DHNE,Dhone,--:--,06:00,0.0,1
77205,2,MYL,Malliyala,06:13,06:16,12.2,1
77205,3,LMD,Linganenidoddi,06:26,06:29,22.3,1
77205,4,PDL,Pendekallu,06:38,06:41,30.8,1
77205,5,PGDI,Pagidirai Halt,06:56,06:59,45.2,1
77205,6,GY,Gooty Jn,07:20,--:--,64.6,1
77206,1,GY,Gooty Jn,--:--,06:00,0.0,1
77206,2,PGDI,Pagidirai Halt,06:21,06:24,19.3,1
77206,3,PDL,Pendekallu,06:39,06:42,33.8,1
77206,4,LMD,Linganenidoddi,06:51,06:54,42.3,1
77206,5,MYL,Malliyala,07:04,07:07,52.4,1
77206,6,DHNE,Dhone,07:20,--:--,64.6,1
77207,1,DHNE,Dhone,--:--,06:00,0.0,1
77207,2,BVO,Bogolu,06:13,06:16,12.8,1
77207,3,VDI,Veldurti,06:28,06:31,24.4,1
77207,4,UKD,Ulindakonda,06:47,06:50,39.6,1
77207,5,DUU,Dupadu,07:05,07:08,53.8,1
77207,6,KOLA,Kotla,07:19,07:22,64.1,1
77207,7,KRNT,Kurnool Town,07:25,--:--,67.3,1
77209,1,KRNT,Kurnool Town,--:--,06:00,0.0,1
77209,2,KOLA,Kotla,06:03,06:06,3.2,1
77209,3,DUU,Dupadu,06:17,06:20,13.5,1
77209,4,UKD,Ulindakonda,06:35,06:38,27.7,1
77209,5,VDI,Veldurti,06:54,06:57,42.9,1
77209,6,BVO,Bogolu,07:09,07:12,54.5,1
77209,7,DHNE,Dhone,07:25,07:28,67.3,1
77209,8,MLK,Malkapuram,07:43,07:46,81.8,1
77209,9,RGM,Rangapuram,08:00,08:03,95.5,1
77209,10,BMH,Betamcherla,08:17,08:20,109.2,1
77209,11,BEY,B Cement Nagar,08:29,08:32,117.5,1
77209,12,KEF,Krishnama Kona,08:43,08:46,127.8,1
77209,13,PNM,Panyam,08:56,08:59,137.6,1
77209,14,NDL,Nandyal,09:19,--:--,156.5,1
77210,1,NDL,Nandyal,--:--,06:00,0.0,1
77210,2,PNM,Panyam,06:20,06:23,18.9,1
77210,3,KEF,Krishnama Kona,06:33,06:36,28.7,1
77210,4,BEY,B Cement Nagar,06:47,06:50,39.0,1
77210,5,BMH,Betamcherla,06:59,07:02,47.3,1
77210,6,RGM,Rangapuram,07:16,07:19,61.0,1
77210,7,MLK,Malkapuram,07:33,07:36,74.6,1
77210,8,DHNE,Dhone,07:51,07:54,89.2,1
77210,9,BVO,Bogolu,08:07,08:10,101.9,1
77210,10,VDI,Veldurti,08:22,08:25,113.5,1
77210,11,UKD,Ulindakonda,08:41,08:44,128.7,1
77210,12,DUU,Dupadu,08:59,09:02,142.9,1
77210,13,KOLA,Kotla,09:13,09:16,153.3,1
77210,14,KRNT,Kurnool Town,09:19,--:--,156.5,1
77211,1,NDL,Nandyal,--:--,06:00,0.0,1
77211,2,MADU,Madduru,06:30,06:33,28.0,1
77211,3,BGNP,Banaganapalle,07:03,07:06,56.0,1
77211,4,KLKA,Koilakuntla,07:36,07:39,84.0,1
77211,5,SJMA,Sanjamala,08:09,08:12,112.0,1
77211,6,NOSM,Nossam,08:42,08:45,140.0,1
77211,7,SUPP,Suppalapadu,09:15,09:18,168.0,1
77211,8,JMDG,Jammalamadugu,09:48,09:51,196.0,1
77211,9,PRDT,Proddatur,10:21,10:24,224.0,1
77211,10,YA,Yerraguntla,12:32,12:35,341.8,1
77211,11,KKM,Kamalapuram,12:56,12:59,361.4,1
77211,12,HX,Cuddapah,13:31,13:34,391.4,1
77211,13,VNM,Ontimitta,14:03,14:06,418.6,1
77211,14,NRE,Nandalur,14:29,14:32,440.5,1
77211,15,RJP,Razampeta,14:46,14:49,453.7,1
77211,16,OBVP,Obulavaripalli,15:17,15:20,479.6,1
77211,17,KOU,Koduru,15:38,15:41,496.5,1
77211,18,BLPE,Balapalle,16:03,--:--,516.9,1
77212,1,RU,Renigunta Jn,--:--,06:00,0.0,1
77212,2,BLPE,Balapalle,06:32,06:35,29.4,1
77212,3,KOU,Koduru,06:57,07:00,49.7,1
77212,4,OBVP,Obulavaripalli,07:18,07:21,66.7,1
77212,5,RJP,Razampeta,07:49,07:52,92.6,1
77212,6,NRE,Nandalur,08:06,08:09,105.8,1
77212,7,VNM,Ontimitta,08:32,08:35,127.7,1
77212,8,HX,Cuddapah,09:04,09:07,154.8,1
77212,9,KKM,Kamalapuram,09:39,09:42,184.9,1
77212,10,YA,Yerraguntla,10:03,10:06,204.5,1
77212,11,PRDT,Proddatur,10:36,10:39,232.5,1
77212,12,JMDG,Jammalamadugu,11:09,11:12,260.5,1
77212,13,SUPP,Suppalapadu,11:42,11:45,288.5,1
77212,14,NOSM,Nossam,12:15,12:18,316.5,1
77212,15,SJMA,Sanjamala,12:48,12:51,344.5,1
77212,16,KLKA,Koilakuntla,13:21,13:24,372.5,1
77212,17,BGNP,Banaganapalle,13:54,13:57,400.5,1
77212,18,MADU,Madduru,14:27,--:--,428.5,1
77213,1,GTL,Guntakal Jn,--:--,06:00,0.0,1
77213,2,TIM,Timmanacherla,06:04,06:07,4.1,1
77213,3,NKDO,Nakkanadoddi,06:19,06:22,15.5,1
77213,4,PLU,Patakottacheru,06:28,06:31,21.8,1
77213,5,GY,Gooty Jn,06:46,06:49,36.4,1
77213,6,TKPY,Turakapalli,06:57,07:00,44.5,1
77213,7,PMD,Pamidi,07:17,07:20,60.9,1
77213,8,KLU,Kalluru,07:29,07:32,69.3,1
77213,9,GDE,Garladinne,07:47,07:50,83.2,1
77213,10,TAC,Taticherla,08:02,08:05,94.4,1
77213,11,ATP,Anantapur,08:14,08:17,103.2,1
77213,12,PSPY,Prasannaya Palli,08:25,08:28,111.2,1
77213,13,ZPL,Zangalapalle,08:36,08:39,118.9,1
77213,14,CCA,Chigicherla,08:52,08:55,131.0,1
77213,15,DMM,Dharmavaram Jn,09:10,09:13,145.1,1
77213,16,NGM,Nagasamudram,09:32,09:35,162.9,1
77213,17,MKJ,Makkajipalli,09:54,09:57,180.9,1
77213,18,PKD,Penukonda,10:12,10:15,195.5,1
77213,19,CPL,Chakarlapalli,10:30,10:33,210.1,1
77213,20,MLU,Malugur,10:54,--:--,230.0,1
77214,1,HUP,Hindupur,--:--,06:00,0.0,1
77214,2,MLU,Malugur,06:08,06:11,8.0,1
77214,3,CPL,Chakarlapalli,06:32,06:35,28.0,1
77214,4,PKD,Penukonda,06:50,06:53,42.6,1
77214,5,MKJ,Makkajipalli,07:08,07:11,57.2,1
77214,6,NGM,Nagasamudram,07:30,07:33,75.1,1
77214,7,DMM,Dharmavaram Jn,07:52,07:55,93.0,1
77214,8,CCA,Chigicherla,08:10,08:13,107.0,1
77214,9,ZPL,Zangalapalle,08:26,08:29,119.1,1
77214,10,PSPY,Prasannaya Palli,08:37,08:40,126.9,1
77214,11,ATP,Anantapur,08:48,08:51,134.8,1
77214,12,TAC,Taticherla,09:00,09:03,143.6,1
77214,13,GDE,Garladinne,09:15,09:18,154.9,1
77214,14,KLU,Kalluru,09:33,09:36,168.8,1
77214,15,PMD,Pamidi,09:45,09:48,177.1,1
77214,16,TKPY,Turakapalli,10:05,10:08,193.6,1
77214,17,GY,Gooty Jn,10:16,10:19,201.6,1
77214,18,PLU,Patakottacheru,10:34,10:37,216.3,1
77214,19,NKDO,Nakkanadoddi,10:43,10:46,222.6,1
77214,20,TIM,Timmanacherla,10:58,11:01,233.9,1
77214,21,GTL,Guntakal Jn,11:05,--:--,238.1,1
77601,1,KCG,Kacheguda,--:--,06:00,0.0,1
77601,2,STPD,Sitafal Mandi,06:06,06:09,6.2,1
77601,3,MJF,Malkajgiri,06:12,06:15,9.3,1
77601,4,BMO,Bolarum,06:28,06:31,21.6,1
77601,5,MED,Medchal,06:48,06:51,37.6,1
77601,6,MOB,Manoharabad,07:09,07:12,54.4,1
77601,7,SHAN,Srinivasa Nagar,07:35,07:38,76.4,1
77601,8,WDR,Wadiaram,07:47,07:50,85.3,1
77601,9,MZL,Mirzapali,07:59,08:02,93.8,1
77601,10,AKE,Akanapet,08:16,08:19,107.3,1
77601,11,BKU,Bhiknur,08:27,08:30,114.9,1
77601,12,THPR,Tippapur,08:35,08:38,120.0,1
77601,13,TMD,Talmadla,08:45,08:48,127.0,1
77601,14,KMC,Kamareddi,09:01,09:04,139.7,1
77601,15,SCP,Sirnapalli,09:30,09:33,164.3,1
77601,16,NZB,Nizamabad,10:11,--:--,199.8,1
77602,1,NZB,Nizamabad,--:--,06:00,0.0,1
77602,2,SCP,Sirnapalli,06:38,06:41,35.5,1
77602,3,KMC,Kamareddi,07:07,07:10,60.1,1
77602,4,BKU,Bhiknur,07:36,07:39,84.6,1
77602,5,AKE,Akanapet,07:47,07:50,92.2,1
77602,6,MZL,Mirzapali,08:04,08:07,105.7,1
77602,7,WDR,Wadiaram,08:16,08:19,114.1,1
77602,8,SHAN,Srinivasa Nagar,08:28,08:31,123.1,1
77602,9,MOB,Manoharabad,08:54,08:57,145.1,1
77602,10,MED,Medchal,09:15,09:18,161.9,1
77602,11,BMO,Bolarum,09:35,09:38,177.9,1
77602,12,MJF,Malkajgiri,09:51,09:54,190.2,1
77602,13,STPD,Sitafal Mandi,09:57,10:00,193.3,1
77602,14,KCG,Kacheguda,10:06,--:--,199.5,1
77603,1,KCG,Kacheguda,--:--,06:00,0.0,1
77603,2,VAR,Vidyanagar,06:02,06:05,2.4,1
77603,3,JOO,Kacheguda Jamia Osmania,06:07,06:10,3.9,1
77603,4,ATC,Arts College,06:12,06:15,5.0,1
77603,5,STPD,Sitafal Mandi,06:17,06:20,6.4,1
77603,6,LGDH,Lalaguda Gate,06:22,06:25,8.2,1
77603,7,MJF,Malkajgiri,06:27,06:30,9.6,1
77603,8,DYE,Dayanand Nagar,06:32,06:35,10.7,1
77603,9,SFX,Safilguda,06:37,06:40,11.5,1
77603,10,RKO,Ramakrishnapuram Gate,06:42,06:45,13.7,1
77603,11,AMQ,Ammuguda,06:47,06:50,15.2,1
77603,12,CVB,Cavalry Barrcks,06:52,06:55,16.8,1
77603,13,ALW,Alwal,06:57,07:00,18.5,1
77603,14,BOZ,Bolarum Bazar,07:02,07:05,20.2,1
77603,15,BMO,Bolarum,07:07,07:10,22.4,1
77603,16,GDPL,Gundla Pochampalli,07:16,07:19,28.6,1
77603,17,GWV,Gowdavalli,07:26,07:29,35.1,1
77603,18,MED,Medchal,07:33,07:36,39.4,1
77603,19,DBV,Dabilpur,07:41,07:44,44.4,1
77603,20,MOB,Manoharabad,07:56,07:59,56.2,1
77603,21,BMPL,Brahmanpalli,08:11,08:14,67.2,1
77603,22,ME,Masaipet,08:21,08:24,74.3,1
77603,23,SHAN,Srinivasa Nagar,08:28,08:31,78.6,1
77603,24,WDR,Wadiaram,08:40,08:43,87.5,1
77603,25,MZL,Mirzapali,08:52,08:55,96.0,1
77603,26,AKE,Akanapet,09:09,09:12,109.5,1
77603,27,LSMP,Lakshmapur,09:42,09:45,137.5,1
77603,28,SMAP,Shamnapur,10:15,10:18,165.5,1
77603,29,MDAK,Medak,10:48,--:--,193.5,1
77604,1,MDAK,Medak,--:--,06:00,0.0,1
77604,2,SMAP,Shamnapur,06:30,06:33,28.0,1
77604,3,LSMP,Lakshmapur,07:03,07:06,56.0,1
77604,4,AKE,Akanapet,07:36,07:39,84.0,1
77604,5,MZL,Mirzapali,07:53,07:56,97.5,1
77604,6,WDR,Wadiaram,08:05,08:08,105.9,1
77604,7,SHAN,Srinivasa Nagar,08:17,08:20,114.9,1
77604,8,ME,Masaipet,08:24,08:27,119.1,1
77604,9,BMPL,Brahmanpalli,08:34,08:37,126.3,1
77604,10,MOB,Manoharabad,08:49,08:52,137.3,1
77604,11,DBV,Dabilpur,09:04,09:07,149.1,1
77604,12,MED,Medchal,09:12,09:15,154.1,1
77604,13,GWV,Gowdavalli,09:19,09:22,158.4,1
77604,14,GDPL,Gundla Pochampalli,09:29,09:32,164.9,1
77604,15,BMO,Bolarum,09:38,09:41,171.0,1
77604,16,BOZ,Bolarum Bazar,09:43,09:46,173.3,1
77604,17,ALW,Alwal,09:48,09:51,175.0,1
77604,18,CVB,Cavalry Barrcks,09:53,09:56,176.6,1
77604,19,AMQ,Ammuguda,09:58,10:01,178.2,1
77604,20,RKO,Ramakrishnapuram Gate,10:03,10:06,179.8,1
77604,21,SFX,Safilguda,10:08,10:11,181.9,1
77604,22,DYE,Dayanand Nagar,10:13,10:16,182.7,1
77604,23,MJF,Malkajgiri,10:18,10:21,183.9,1
77604,24,LGDH,Lalaguda Gate,10:23,10:26,185.2,1
77604,25,STPD,Sitafal Mandi,10:28,10:31,187.0,1
77604,26,ATC,Arts College,10:33,10:36,188.5,1
77604,27,JOO,Kacheguda Jamia Osmania,10:38,10:41,189.5,1
77604,28,VAR,Vidyanagar,10:43,10:46,191.0,1
77604,29,KCG,Kacheguda,10:48,--:--,193.5,1
77605,1,KCG,Kacheguda,--:--,06:00,0.0,1
77605,2,STPD,Sitafal Mandi,06:06,06:09,6.2,1
77605,3,LGDH,Lalaguda Gate,06:11,06:14,8.0,1
77605,4,MJF,Malkajgiri,06:16,06:19,9.3,1
77605,5,CVB,Cavalry Barrcks,06:26,06:29,16.1,1
77605,6,BMO,Bolarum,06:35,06:38,21.6,1
77605,7,GDPL,Gundla Pochampalli,06:44,06:47,27.8,1
77605,8,MED,Medchal,06:58,07:01,38.1,1
77605,9,DBV,Dabilpur,07:06,07:09,43.1,1
77605,10,MOB,Manoharabad,07:21,07:24,54.9,1
77605,11,BMPL,Brahmanpalli,07:36,07:39,65.9,1
77605,12,ME,Masaipet,07:46,07:49,73.0,1
77605,13,SHAN,Srinivasa Nagar,07:53,07:56,77.3,1
77605,14,WDR,Wadiaram,08:05,08:08,86.2,1
77605,15,MZL,Mirzapali,08:17,08:20,94.7,1
77605,16,AKE,Akanapet,08:34,08:37,108.1,1
77605,17,BKU,Bhiknur,08:45,08:48,115.8,1
77605,18,THPR,Tippapur,08:53,08:56,120.9,1
77605,19,TMD,Talmadla,09:03,09:06,127.9,1
77605,20,KMC,Kamareddi,09:19,09:22,140.6,1
77605,21,UPW,Uppalavai,09:37,09:40,154.9,1
77605,22,SCP,Sirnapalli,09:51,09:54,165.7,1
77605,23,IDL,Indalvai,10:04,10:07,175.1,1
77605,24,DHP,Dichpalli,10:19,10:22,186.5,1
77605,25,NZB,Nizamabad,10:38,10:41,202.0,1
77605,26,JKM,Jankampet Jn,10:49,10:52,209.4,1
77605,27,NVT,Navipet,11:04,11:07,220.5,1
77605,28,FKB,Fakhrabad,11:17,11:20,229.9,1
77605,29,BSX,Basar,11:28,11:31,237.4,1
77605,30,DAB,Dharmabad,11:44,11:47,249.8,1
77605,31,SQE,Samrla,11:56,11:59,258.8,1
77605,32,KEK,Karkheli,12:07,12:10,266.9,1
77605,33,BLSA,Bolsa,12:20,12:23,276.2,1
77605,34,UMRI,Umri,12:33,12:36,286.2,1
77605,35,SLGH,Shelgoan H,12:45,12:48,295.3,1
77605,36,SVN,Sivungaon,12:55,12:58,302.5,1
77605,37,MUE,Mudkhed,13:05,13:08,309.8,1
77605,38,MGC,Mugat,13:20,13:23,321.5,1
77605,39,PARD,Pathrad,13:28,13:31,326.4,1
77605,40,NED,Huzur Sahib Nanded,13:43,13:46,337.9,1
77605,41,WNG,Wanegaon,13:54,13:57,346.0,1
77605,42,LBG,Limbgaon,14:03,14:06,352.1,1
77605,43,CRU,Chudawa,14:19,14:22,364.1,1
77605,44,PAU,Purna Jn,14:35,--:--,376.5,1
77606,1,NED,Huzur Sahib Nanded,--:--,06:00,0.0,1
77606,2,PARD,Pathrad,06:12,06:15,11.5,1
77606,3,MGC,Mugat,06:20,06:23,16.4,1
77606,4,MUE,Mudkhed,06:35,06:38,28.1,1
77606,5,SVN,Sivungaon,06:45,06:48,35.4,1
77606,6,SLGH,Shelgoan H,06:55,06:58,42.6,1
77606,7,UMRI,Umri,07:07,07:10,51.7,1
77606,8,BLSA,Bolsa,07:20,07:23,61.6,1
77606,9,KEK,Karkheli,07:33,07:36,71.0,1
77606,10,SQE,Samrla,07:44,07:47,79.1,1
77606,11,DAB,Dharmabad,07:56,07:59,88.0,1
77606,12,BSX,Basar,08:12,08:15,100.5,1
77606,13,FKB,Fakhrabad,08:23,08:26,108.0,1
77606,14,NVT,Navipet,08:36,08:39,117.3,1
77606,15,JKM,Jankampet Jn,08:51,08:54,128.4,1
77606,16,NZB,Nizamabad,09:02,09:05,135.9,1
77606,17,DHP,Dichpalli,09:21,09:24,151.4,1
77606,18,IDL,Indalvai,09:36,09:39,162.7,1
77606,19,SCP,Sirnapalli,09:49,09:52,172.2,1
77606,20,UPW,Uppalavai,10:03,10:06,183.0,1
77606,21,KMC,Kamareddi,10:21,10:24,197.3,1
77606,22,TMD,Talmadla,10:37,10:40,210.0,1
77606,23,THPR,Tippapur,10:47,10:50,217.0,1
77606,24,BKU,Bhiknur,10:55,10:58,222.1,1
77606,25,AKE,Akanapet,11:06,11:09,229.7,1
77606,26,MZL,Mirzapali,11:23,11:26,243.2,1
77606,27,WDR,Wadiaram,11:35,11:38,251.6,1
77606,28,SHAN,Srinivasa Nagar,11:47,11:50,260.6,1
77606,29,ME,Masaipet,11:54,11:57,264.8,1
77606,30,BMPL,Brahmanpalli,12:04,12:07,272.0,1
77606,31,MOB,Manoharabad,12:19,12:22,283.0,1
77606,32,DBV,Dabilpur,12:34,12:37,294.8,1
77606,33,MED,Medchal,12:42,--:--,299.8,1
77607,1,AK,Akola Jn,--:--,06:00,0.0,1
77607,2,UGWE,Ugwe,06:12,06:15,11.8,1
77607,3,GSX,Gandhi Smrak Rd,06:45,06:48,39.8,1
77607,4,PTZ,Patsul,07:18,--:--,68.0,1
77608,1,AKOT,Akot,--:--,06:00,0.0,1
77608,2,PTZ,Patsul,06:14,06:17,13.4,1
77608,3,GSX,Gandhi Smrak Rd,06:47,06:50,41.4,1
77608,4,UGWE,Ugwe,07:20,--:--,69.5,1
77609,1,AK,Akola Jn,--:--,06:00,0.0,1
77609,2,UGWE,Ugwe,06:12,06:15,11.8,1
77609,3,GSX,Gandhi Smrak Rd,06:45,06:48,39.8,1
77609,4,PTZ,Patsul,07:18,--:--,68.0,1
